Fecha,Producto 273,Producto 0,Producto 1,Producto 5,Producto 8,Producto 21,Producto 12,Producto 22,Producto 186,Producto 20,Producto 33,Producto 245,Producto 16,Producto 17,Producto 38,Producto 134,Producto 37,Producto 59,Producto 248,Producto 122
2022-04-14,14.0,7.0,73.5,21.0,0.0,3.5,0.0,10.5,0.0,0.0,3.5,0.0,0.0,3.5,3.5,3.5,3.5,0.0,0.0,3.5
2022-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0
2022-04-16,7.0,24.5,7.0,24.5,3.5,0.0,0.0,3.5,0.0,0.0,3.5,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.5
2022-04-17,3.5,10.5,14.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,7.0,3.5,0.0,0.0,0.0,0.0
2022-04-18,3.5,24.5,7.0,14.0,7.0,0.0,3.5,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,3.5,0.0,3.5,0.0,0.0
2022-04-19,3.5,28.0,3.5,17.5,3.5,10.5,0.0,0.0,0.0,3.5,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-20,3.5,24.5,21.0,14.0,3.5,3.5,3.5,0.0,0.0,3.5,7.0,0.0,0.0,24.5,3.5,0.0,0.0,0.0,0.0,3.5
2022-04-21,3.5,38.5,24.5,14.0,0.0,10.5,3.5,3.5,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
2022-04-22,3.5,24.5,24.5,17.5,17.5,3.5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,7.0,0.0,0.0,7.0
2022-04-23,7.0,17.5,21.0,14.0,17.5,14.0,7.0,0.0,0.0,0.0,3.5,0.0,3.5,0.0,0.0,0.0,0.0,3.5,0.0,0.0
2022-04-24,7.0,52.5,3.5,14.0,3.5,3.5,7.0,0.0,0.0,14.0,0.0,0.0,0.0,3.5,0.0,3.5,0.0,0.0,0.0,0.0
2022-04-25,14.0,38.5,17.5,17.5,7.0,10.5,3.5,3.5,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,3.5,0.0,0.0,0.0
2022-04-26,3.5,73.5,0.0,38.5,7.0,3.5,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0
2022-04-27,14.0,21.0,10.5,3.5,3.5,3.5,0.0,35.0,0.0,0.0,3.5,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,0.0
2022-04-28,3.5,3.5,0.0,10.5,0.0,14.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0
2022-04-29,7.0,7.0,0.0,10.5,10.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-30,0.0,31.5,3.5,56.0,7.0,7.0,0.0,10.5,0.0,3.5,3.5,0.0,3.5,0.0,3.5,3.5,3.5,3.5,0.0,7.0
2022-05-01,21.0,10.5,0.0,21.0,10.5,7.0,0.0,21.0,0.0,3.5,0.0,0.0,3.5,0.0,3.5,0.0,0.0,0.0,0.0,7.0
2022-05-02,10.5,45.5,7.0,28.0,17.5,0.0,7.0,7.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-03,7.0,14.0,38.5,28.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,7.0,3.5,0.0,7.0,0.0,0.0,0.0
2022-05-04,7.0,49.0,7.0,21.0,0.0,3.5,7.0,3.5,0.0,0.0,0.0,0.0,3.5,0.0,3.5,3.5,0.0,0.0,0.0,0.0
2022-05-05,7.0,10.5,10.5,28.0,3.5,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,7.0,0.0,0.0
2022-05-06,3.5,17.5,21.0,24.5,0.0,3.5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,7.0,0.0,3.5
2022-05-07,21.0,24.5,31.5,17.5,3.5,3.5,3.5,7.0,0.0,7.0,3.5,0.0,3.5,3.5,3.5,0.0,3.5,0.0,0.0,0.0
2022-05-08,21.0,35.0,24.5,0.0,0.0,10.5,0.0,3.5,0.0,3.5,0.0,0.0,0.0,10.5,0.0,3.5,0.0,10.5,0.0,3.5
2022-05-09,7.0,3.5,31.5,31.5,3.5,10.5,0.0,3.5,0.0,7.0,14.0,0.0,0.0,10.5,0.0,3.5,0.0,0.0,0.0,0.0
2022-05-10,10.5,17.5,14.0,35.0,3.5,7.0,7.0,0.0,0.0,10.5,0.0,0.0,3.5,3.5,0.0,0.0,3.5,0.0,0.0,0.0
2022-05-11,7.0,10.5,35.0,28.0,10.5,3.5,7.0,3.5,0.0,7.0,0.0,0.0,0.0,0.0,3.5,0.0,3.5,0.0,0.0,3.5
2022-05-12,21.0,17.5,21.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0
2022-05-13,17.5,10.5,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,7.0,0.0,0.0,0.0,3.5
2022-05-14,0.0,35.0,28.0,17.5,3.5,3.5,10.5,3.5,0.0,7.0,7.0,0.0,0.0,3.5,3.5,0.0,3.5,0.0,0.0,0.0
2022-05-15,14.0,35.0,28.0,28.0,3.5,3.5,0.0,3.5,0.0,28.0,0.0,0.0,0.0,0.0,7.0,3.5,0.0,0.0,0.0,0.0
2022-05-16,7.0,63.0,28.0,7.0,0.0,0.0,7.0,3.5,0.0,3.5,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-17,17.5,49.0,14.0,14.0,0.0,7.0,7.0,0.0,0.0,7.0,3.5,0.0,0.0,10.5,7.0,0.0,0.0,3.5,0.0,0.0
2022-05-18,7.0,31.5,38.5,28.0,7.0,7.0,0.0,14.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-19,28.0,14.0,7.0,17.5,3.5,0.0,0.0,0.0,0.0,0.0,3.5,0.0,3.5,17.5,0.0,0.0,0.0,7.0,0.0,0.0
2022-05-20,17.5,31.5,52.5,24.5,3.5,14.0,3.5,0.0,0.0,3.5,0.0,0.0,7.0,7.0,0.0,0.0,0.0,3.5,0.0,0.0
2022-05-21,14.0,7.0,17.5,21.0,3.5,7.0,7.0,7.0,0.0,7.0,3.5,0.0,3.5,7.0,3.5,3.5,0.0,0.0,0.0,0.0
2022-05-22,14.0,10.5,10.5,10.5,7.0,0.0,7.0,0.0,0.0,3.5,3.5,0.0,0.0,14.0,0.0,0.0,3.5,3.5,0.0,0.0
2022-05-23,24.5,28.0,63.0,17.5,7.0,0.0,3.5,3.5,0.0,7.0,0.0,0.0,10.5,0.0,3.5,0.0,0.0,3.5,0.0,3.5
2022-05-24,21.0,17.5,21.0,21.0,10.5,0.0,0.0,10.5,0.0,0.0,3.5,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-25,3.5,14.0,7.0,17.5,7.0,14.0,3.5,3.5,0.0,3.5,0.0,0.0,0.0,3.5,0.0,0.0,3.5,0.0,0.0,0.0
2022-05-26,17.5,7.0,7.0,17.5,7.0,7.0,0.0,0.0,0.0,0.0,3.5,0.0,3.5,3.5,3.5,3.5,0.0,3.5,0.0,10.5
2022-05-27,17.5,38.5,31.5,7.0,7.0,14.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
2022-05-28,35.0,31.5,24.5,31.5,14.0,3.5,17.5,0.0,0.0,0.0,10.5,0.0,0.0,10.5,0.0,3.5,3.5,3.5,0.0,7.0
2022-05-29,17.5,28.0,24.5,7.0,3.5,3.5,0.0,0.0,0.0,0.0,10.5,0.0,10.5,3.5,0.0,3.5,7.0,7.0,0.0,0.0
2022-05-30,14.0,45.5,14.0,14.0,10.5,7.0,3.5,0.0,0.0,3.5,7.0,0.0,3.5,3.5,3.5,7.0,0.0,3.5,0.0,3.5
2022-05-31,24.5,52.5,70.0,31.5,21.0,14.0,7.0,3.5,0.0,3.5,14.0,0.0,3.5,3.5,0.0,0.0,3.5,24.5,0.0,3.5
2022-06-01,3.5,24.5,7.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,7.0,3.5,0.0,0.0
2022-06-02,14.0,7.0,31.5,7.0,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,17.5,3.5,10.5,0.0,3.5,0.0,0.0
2022-06-03,10.5,7.0,0.0,17.5,3.5,7.0,0.0,3.5,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-04,10.5,17.5,24.5,17.5,0.0,3.5,7.0,0.0,0.0,3.5,7.0,0.0,0.0,3.5,3.5,3.5,0.0,0.0,0.0,3.5
2022-06-05,7.0,0.0,17.5,17.5,10.5,3.5,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0
